left_index,right_index,left_ns,right_ns,elapsed_ns,signed_delta_ns,absolute_delta_ns,left_interval_ns,right_interval_ns,within_0_5_ms,within_2_ms
1674,1674,1789458629989345000,1789458629989349000,55824612000,-4000,4000,33369000,33370000,True,True
1675,1675,1789458630022713000,1789458630022716000,55857980000,-3000,3000,33368000,33367000,True,True
1676,1676,1789458630056082000,1789458630056085000,55891349000,-3000,3000,33369000,33369000,True,True
1677,1677,1789458630089450000,1789458630089453000,55924717000,-3000,3000,33368000,33368000,True,True
1678,1678,1789458630122819000,1789458630122822000,55958086000,-3000,3000,33369000,33369000,True,True
1679,1679,1789458630156188000,1789458630156190000,55991455000,-2000,2000,33369000,33368000,True,True
1680,1680,1789458630189556000,1789458630189558000,56024823000,-2000,2000,33368000,33368000,True,True
1681,1681,1789458630222925000,1789458630222926000,56058192000,-1000,1000,33369000,33368000,True,True
1682,1682,1789458630256293000,1789458630256296000,56091560000,-3000,3000,33368000,33370000,True,True
1683,1683,1789458630289661000,1789458630289664000,56124928000,-3000,3000,33368000,33368000,True,True
1684,1684,1789458630323029000,1789458630323031000,56158296000,-2000,2000,33368000,33367000,True,True
1685,1685,1789458630356400000,1789458630356401000,56191667000,-1000,1000,33371000,33370000,True,True
1686,1686,1789458630389767000,1789458630389769000,56225034000,-2000,2000,33367000,33368000,True,True
1687,1687,1789458630423136000,1789458630423138000,56258403000,-2000,2000,33369000,33369000,True,True
1688,1688,1789458630456504000,1789458630456506000,56291771000,-2000,2000,33368000,33368000,True,True
1689,1689,1789458630489875000,1789458630489877000,56325142000,-2000,2000,33371000,33371000,True,True
1690,1690,1789458630523242000,1789458630523244000,56358509000,-2000,2000,33367000,33367000,True,True
1691,1691,1789458630556610000,1789458630556614000,56391877000,-4000,4000,33368000,33370000,True,True
1692,1692,1789458630589978000,1789458630589981000,56425245000,-3000,3000,33368000,33367000,True,True
1693,1693,1789458630623349000,1789458630623353000,56458616000,-4000,4000,33371000,33372000,True,True
1694,1694,1789458630656719000,1789458630656722000,56491986000,-3000,3000,33370000,33369000,True,True
1695,1695,1789458630690092000,1789458630690093000,56525359000,-1000,1000,33373000,33371000,True,True
1696,1696,1789458630723463000,1789458630723465000,56558730000,-2000,2000,33371000,33372000,True,True
1697,1697,1789458630756832000,1789458630756834000,56592099000,-2000,2000,33369000,33369000,True,True
1698,1698,1789458630790201000,1789458630790202000,56625468000,-1000,1000,33369000,33368000,True,True
1699,1699,1789458630823573000,1789458630823573000,56658840000,0,0,33372000,33371000,True,True
1700,1700,1789458630856941000,1789458630856942000,56692208000,-1000,1000,33368000,33369000,True,True
1701,1701,1789458630890309000,1789458630890310000,56725576000,-1000,1000,33368000,33368000,True,True
1702,1702,1789458630923678000,1789458630923679000,56758945000,-1000,1000,33369000,33369000,True,True
1703,1703,1789458630957046000,1789458630957048000,56792313000,-2000,2000,33368000,33369000,True,True
1704,1704,1789458630990416000,1789458630990416000,56825683000,0,0,33370000,33368000,True,True
1705,1705,1789458631023789000,1789458631023789000,56859056000,0,0,33373000,33373000,True,True
1706,1706,1789458631057156000,1789458631057157000,56892423000,-1000,1000,33367000,33368000,True,True
1707,1707,1789458631090526000,1789458631090526000,56925793000,0,0,33370000,33369000,True,True
1708,1708,1789458631123895000,1789458631123894000,56959162000,1000,1000,33369000,33368000,True,True
1709,1709,1789458631157261000,1789458631157262000,56992528000,-1000,1000,33366000,33368000,True,True
1710,1710,1789458631190634000,1789458631190634000,57025901000,0,0,33373000,33372000,True,True
1711,1711,1789458631224004000,1789458631224004000,57059271000,0,0,33370000,33370000,True,True
1712,1712,1789458631257372000,1789458631257373000,57092639000,-1000,1000,33368000,33369000,True,True
1713,1713,1789458631290742000,1789458631290740000,57126009000,2000,2000,33370000,33367000,True,True
1714,1714,1789458631324110000,1789458631324109000,57159377000,1000,1000,33368000,33369000,True,True
1715,1715,1789458631357482000,1789458631357480000,57192749000,2000,2000,33372000,33371000,True,True
1716,1716,1789458631390849000,1789458631390848000,57226116000,1000,1000,33367000,33368000,True,True
1717,1717,1789458631424218000,1789458631424218000,57259485000,0,0,33369000,33370000,True,True
1718,1718,1789458631457586000,1789458631457585000,57292853000,1000,1000,33368000,33367000,True,True
1719,1719,1789458631490955000,1789458631490955000,57326222000,0,0,33369000,33370000,True,True
1720,1720,1789458631524324000,1789458631524324000,57359591000,0,0,33369000,33369000,True,True
1721,1721,1789458631557696000,1789458631557697000,57392963000,-1000,1000,33372000,33373000,True,True
1722,1722,1789458631591066000,1789458631591065000,57426333000,1000,1000,33370000,33368000,True,True
1723,1723,1789458631624436000,1789458631624435000,57459703000,1000,1000,33370000,33370000,True,True
1724,1724,1789458631657803000,1789458631657802000,57493070000,1000,1000,33367000,33367000,True,True
1725,1725,1789458631691172000,1789458631691171000,57526439000,1000,1000,33369000,33369000,True,True
1726,1726,1789458631724541000,1789458631724541000,57559808000,0,0,33369000,33370000,True,True
1727,1727,1789458631757908000,1789458631757908000,57593175000,0,0,33367000,33367000,True,True
1728,1728,1789458631791276000,1789458631791277000,57626543000,-1000,1000,33368000,33369000,True,True
1729,1729,1789458631824644000,1789458631824645000,57659911000,-1000,1000,33368000,33368000,True,True
1730,1730,1789458631858013000,1789458631858013000,57693280000,0,0,33369000,33368000,True,True
1731,1731,1789458631891382000,1789458631891383000,57726649000,-1000,1000,33369000,33370000,True,True
1732,1732,1789458631924749000,1789458631924749000,57760016000,0,0,33367000,33366000,True,True
1733,1733,1789458631958118000,1789458631958119000,57793385000,-1000,1000,33369000,33370000,True,True
1734,1734,1789458631991486000,1789458631991487000,57826753000,-1000,1000,33368000,33368000,True,True
1735,1735,1789458632024855000,1789458632024856000,57860122000,-1000,1000,33369000,33369000,True,True
1736,1736,1789458632058223000,1789458632058224000,57893490000,-1000,1000,33368000,33368000,True,True
1737,1737,1789458632091593000,1789458632091593000,57926860000,0,0,33370000,33369000,True,True
1738,1738,1789458632124959000,1789458632124961000,57960226000,-2000,2000,33366000,33368000,True,True
1739,1739,1789458632158328000,1789458632158330000,57993595000,-2000,2000,33369000,33369000,True,True
1740,1740,1789458632191696000,1789458632191698000,58026963000,-2000,2000,33368000,33368000,True,True
1741,1741,1789458632225064000,1789458632225066000,58060331000,-2000,2000,33368000,33368000,True,True
1742,1742,1789458632258433000,1789458632258435000,58093700000,-2000,2000,33369000,33369000,True,True
1743,1743,1789458632291801000,1789458632291804000,58127068000,-3000,3000,33368000,33369000,True,True
1744,1744,1789458632325170000,1789458632325172000,58160437000,-2000,2000,33369000,33368000,True,True
1745,1745,1789458632358538000,1789458632358541000,58193805000,-3000,3000,33368000,33369000,True,True
1746,1746,1789458632391907000,1789458632391909000,58227174000,-2000,2000,33369000,33368000,True,True
1747,1747,1789458632425275000,1789458632425278000,58260542000,-3000,3000,33368000,33369000,True,True
1748,1748,1789458632458644000,1789458632458646000,58293911000,-2000,2000,33369000,33368000,True,True
1749,1749,1789458632492012000,1789458632492016000,58327279000,-4000,4000,33368000,33370000,True,True
1750,1750,1789458632525381000,1789458632525383000,58360648000,-2000,2000,33369000,33367000,True,True
1751,1751,1789458632558750000,1789458632558752000,58394017000,-2000,2000,33369000,33369000,True,True
1752,1752,1789458632592117000,1789458632592119000,58427384000,-2000,2000,33367000,33367000,True,True
1753,1753,1789458632625486000,1789458632625489000,58460753000,-3000,3000,33369000,33370000,True,True
1754,1754,1789458632658855000,1789458632658857000,58494122000,-2000,2000,33369000,33368000,True,True
1755,1755,1789458632692223000,1789458632692225000,58527490000,-2000,2000,33368000,33368000,True,True
1756,1756,1789458632725591000,1789458632725595000,58560858000,-4000,4000,33368000,33370000,True,True
1757,1757,1789458632758961000,1789458632758964000,58594228000,-3000,3000,33370000,33369000,True,True
1758,1758,1789458632792328000,1789458632792331000,58627595000,-3000,3000,33367000,33367000,True,True
1759,1759,1789458632825698000,1789458632825701000,58660965000,-3000,3000,33370000,33370000,True,True
1760,1760,1789458632859067000,1789458632859069000,58694334000,-2000,2000,33369000,33368000,True,True
1761,1761,1789458632892434000,1789458632892438000,58727701000,-4000,4000,33367000,33369000,True,True
1762,1762,1789458632925804000,1789458632925805000,58761071000,-1000,1000,33370000,33367000,True,True
1763,1763,1789458632959172000,1789458632959175000,58794439000,-3000,3000,33368000,33370000,True,True
1764,1764,1789458632992541000,1789458632992544000,58827808000,-3000,3000,33369000,33369000,True,True
1765,1765,1789458633025909000,1789458633025912000,58861176000,-3000,3000,33368000,33368000,True,True
1766,1766,1789458633059278000,1789458633059281000,58894545000,-3000,3000,33369000,33369000,True,True
1767,1767,1789458633092646000,1789458633092649000,58927913000,-3000,3000,33368000,33368000,True,True
1768,1768,1789458633126019000,1789458633126021000,58961286000,-2000,2000,33373000,33372000,True,True
1769,1769,1789458633159387000,1789458633159390000,58994654000,-3000,3000,33368000,33369000,True,True
1770,1770,1789458633192755000,1789458633192757000,59028022000,-2000,2000,33368000,33367000,True,True
1771,1771,1789458633226124000,1789458633226128000,59061391000,-4000,4000,33369000,33371000,True,True
1772,1772,1789458633259493000,1789458633259495000,59094760000,-2000,2000,33369000,33367000,True,True
1773,1773,1789458633292861000,1789458633292863000,59128128000,-2000,2000,33368000,33368000,True,True
1774,1774,1789458633326229000,1789458633326231000,59161496000,-2000,2000,33368000,33368000,True,True
1775,1775,1789458633359598000,1789458633359601000,59194865000,-3000,3000,33369000,33370000,True,True
1776,1776,1789458633392966000,1789458633392969000,59228233000,-3000,3000,33368000,33368000,True,True
1777,1777,1789458633426335000,1789458633426338000,59261602000,-3000,3000,33369000,33369000,True,True
1778,1778,1789458633459707000,1789458633459707000,59294974000,0,0,33372000,33369000,True,True
1779,1779,1789458633493078000,1789458633493077000,59328345000,1000,1000,33371000,33370000,True,True
1780,1780,1789458633526449000,1789458633526448000,59361716000,1000,1000,33371000,33371000,True,True
1781,1781,1789458633559824000,1789458633559817000,59395091000,7000,7000,33375000,33369000,True,True
1782,1782,1789458633593193000,1789458633593187000,59428460000,6000,6000,33369000,33370000,True,True
1783,1783,1789458633626562000,1789458633626555000,59461829000,7000,7000,33369000,33368000,True,True
1784,1784,1789458633659933000,1789458633659926000,59495200000,7000,7000,33371000,33371000,True,True
1785,1785,1789458633693308000,1789458633693295000,59528575000,13000,13000,33375000,33369000,True,True
1786,1786,1789458633726677000,1789458633726665000,59561944000,12000,12000,33369000,33370000,True,True
1787,1787,1789458633760051000,1789458633760033000,59595318000,18000,18000,33374000,33368000,True,True
1788,1788,1789458633793420000,1789458633793402000,59628687000,18000,18000,33369000,33369000,True,True
1789,1789,1789458633826789000,1789458633826770000,59662056000,19000,19000,33369000,33368000,True,True
1790,1790,1789458633860157000,1789458633860139000,59695424000,18000,18000,33368000,33369000,True,True
1791,1791,1789458633893526000,1789458633893509000,59728793000,17000,17000,33369000,33370000,True,True
1792,1792,1789458633926893000,1789458633926877000,59762160000,16000,16000,33367000,33368000,True,True
1793,1793,1789458633960261000,1789458633960245000,59795528000,16000,16000,33368000,33368000,True,True
1794,1794,1789458633993630000,1789458633993614000,59828897000,16000,16000,33369000,33369000,True,True
1795,1795,1789458634027002000,1789458634026985000,59862269000,17000,17000,33372000,33371000,True,True
1796,1796,1789458634060370000,1789458634060352000,59895637000,18000,18000,33368000,33367000,True,True
1797,1797,1789458634093743000,1789458634093725000,59929010000,18000,18000,33373000,33373000,True,True
1798,1798,1789458634127111000,1789458634127094000,59962378000,17000,17000,33368000,33369000,True,True
1799,1799,1789458634160480000,1789458634160462000,59995747000,18000,18000,33369000,33368000,True,True
1800,1800,1789458634193849000,1789458634193831000,60029116000,18000,18000,33369000,33369000,True,True
1801,1801,1789458634227218000,1789458634227199000,60062485000,19000,19000,33369000,33368000,True,True
1802,1802,1789458634260587000,1789458634260569000,60095854000,18000,18000,33369000,33370000,True,True
1803,1803,1789458634293960000,1789458634293938000,60129227000,22000,22000,33373000,33369000,True,True
1804,1804,1789458634327328000,1789458634327306000,60162595000,22000,22000,33368000,33368000,True,True
1805,1805,1789458634360696000,1789458634360674000,60195963000,22000,22000,33368000,33368000,True,True
1806,1806,1789458634394065000,1789458634394045000,60229332000,20000,20000,33369000,33371000,True,True
1807,1807,1789458634427434000,1789458634427412000,60262701000,22000,22000,33369000,33367000,True,True
1808,1808,1789458634460804000,1789458634460780000,60296071000,24000,24000,33370000,33368000,True,True
1809,1809,1789458634494172000,1789458634494149000,60329439000,23000,23000,33368000,33369000,True,True
1810,1810,1789458634527540000,1789458634527518000,60362807000,22000,22000,33368000,33369000,True,True
1811,1811,1789458634560910000,1789458634560887000,60396177000,23000,23000,33370000,33369000,True,True
1812,1812,1789458634594278000,1789458634594256000,60429545000,22000,22000,33368000,33369000,True,True
1813,1813,1789458634627646000,1789458634627623000,60462913000,23000,23000,33368000,33367000,True,True
1814,1814,1789458634661015000,1789458634660992000,60496282000,23000,23000,33369000,33369000,True,True
1815,1815,1789458634694384000,1789458634694361000,60529651000,23000,23000,33369000,33369000,True,True
1816,1816,1789458634727751000,1789458634727729000,60563018000,22000,22000,33367000,33368000,True,True
1817,1817,1789458634761121000,1789458634761099000,60596388000,22000,22000,33370000,33370000,True,True
1818,1818,1789458634794489000,1789458634794467000,60629756000,22000,22000,33368000,33368000,True,True
1819,1819,1789458634827858000,1789458634827836000,60663125000,22000,22000,33369000,33369000,True,True
1820,1820,1789458634861226000,1789458634861205000,60696493000,21000,21000,33368000,33369000,True,True
1821,1821,1789458634894594000,1789458634894574000,60729861000,20000,20000,33368000,33369000,True,True
1822,1822,1789458634927962000,1789458634927942000,60763229000,20000,20000,33368000,33368000,True,True
1823,1823,1789458634961331000,1789458634961310000,60796598000,21000,21000,33369000,33368000,True,True
1824,1824,1789458634994701000,1789458634994681000,60829968000,20000,20000,33370000,33371000,True,True
1825,1825,1789458635028070000,1789458635028050000,60863337000,20000,20000,33369000,33369000,True,True
1826,1826,1789458635061439000,1789458635061418000,60896706000,21000,21000,33369000,33368000,True,True
1827,1827,1789458635094807000,1789458635094787000,60930074000,20000,20000,33368000,33369000,True,True
1828,1828,1789458635128175000,1789458635128156000,60963442000,19000,19000,33368000,33369000,True,True
1829,1829,1789458635161545000,1789458635161526000,60996812000,19000,19000,33370000,33370000,True,True
1830,1830,1789458635194913000,1789458635194894000,61030180000,19000,19000,33368000,33368000,True,True
1831,1831,1789458635228282000,1789458635228263000,61063549000,19000,19000,33369000,33369000,True,True
1832,1832,1789458635261650000,1789458635261631000,61096917000,19000,19000,33368000,33368000,True,True
1833,1833,1789458635295018000,1789458635295000000,61130285000,18000,18000,33368000,33369000,True,True
1834,1834,1789458635328388000,1789458635328370000,61163655000,18000,18000,33370000,33370000,True,True
1835,1835,1789458635361756000,1789458635361737000,61197023000,19000,19000,33368000,33367000,True,True
1836,1836,1789458635395124000,1789458635395106000,61230391000,18000,18000,33368000,33369000,True,True
1837,1837,1789458635428494000,1789458635428475000,61263761000,19000,19000,33370000,33369000,True,True
1838,1838,1789458635461863000,1789458635461845000,61297130000,18000,18000,33369000,33370000,True,True
1839,1839,1789458635495230000,1789458635495212000,61330497000,18000,18000,33367000,33367000,True,True
1840,1840,1789458635528599000,1789458635528582000,61363866000,17000,17000,33369000,33370000,True,True
1841,1841,1789458635561968000,1789458635561950000,61397235000,18000,18000,33369000,33368000,True,True
1842,1842,1789458635595337000,1789458635595318000,61430604000,19000,19000,33369000,33368000,True,True
1843,1843,1789458635628706000,1789458635628688000,61463973000,18000,18000,33369000,33370000,True,True
1844,1844,1789458635662075000,1789458635662057000,61497342000,18000,18000,33369000,33369000,True,True
1845,1845,1789458635695444000,1789458635695425000,61530711000,19000,19000,33369000,33368000,True,True
1846,1846,1789458635728815000,1789458635728796000,61564082000,19000,19000,33371000,33371000,True,True
1847,1847,1789458635762183000,1789458635762165000,61597450000,18000,18000,33368000,33369000,True,True
1848,1848,1789458635795556000,1789458635795537000,61630823000,19000,19000,33373000,33372000,True,True
1849,1849,1789458635828927000,1789458635828908000,61664194000,19000,19000,33371000,33371000,True,True
1850,1850,1789458635862303000,1789458635862277000,61697570000,26000,26000,33376000,33369000,True,True
1851,1851,1789458635895677000,1789458635895647000,61730944000,30000,30000,33374000,33370000,True,True
1852,1852,1789458635929048000,1789458635929017000,61764315000,31000,31000,33371000,33370000,True,True
1853,1853,1789458635962416000,1789458635962386000,61797683000,30000,30000,33368000,33369000,True,True
1854,1854,1789458635995785000,1789458635995754000,61831052000,31000,31000,33369000,33368000,True,True
1855,1855,1789458636029156000,1789458636029125000,61864423000,31000,31000,33371000,33371000,True,True
1856,1856,1789458636062527000,1789458636062495000,61897794000,32000,32000,33371000,33370000,True,True
1857,1857,1789458636095897000,1789458636095865000,61931164000,32000,32000,33370000,33370000,True,True
1858,1858,1789458636129270000,1789458636129237000,61964537000,33000,33000,33373000,33372000,True,True
1859,1859,1789458636162638000,1789458636162606000,61997905000,32000,32000,33368000,33369000,True,True
1860,1860,1789458636196008000,1789458636195975000,62031275000,33000,33000,33370000,33369000,True,True
1861,1861,1789458636229381000,1789458636229348000,62064648000,33000,33000,33373000,33373000,True,True
1862,1862,1789458636262749000,1789458636262717000,62098016000,32000,32000,33368000,33369000,True,True
1863,1863,1789458636296118000,1789458636296086000,62131385000,32000,32000,33369000,33369000,True,True
1864,1864,1789458636329486000,1789458636329454000,62164753000,32000,32000,33368000,33368000,True,True
1865,1865,1789458636362859000,1789458636362824000,62198126000,35000,35000,33373000,33370000,True,True
1866,1866,1789458636396233000,1789458636396193000,62231500000,40000,40000,33374000,33369000,True,True
1867,1867,1789458636429603000,1789458636429562000,62264870000,41000,41000,33370000,33369000,True,True
1868,1868,1789458636462972000,1789458636462931000,62298239000,41000,41000,33369000,33369000,True,True
1869,1869,1789458636496341000,1789458636496301000,62331608000,40000,40000,33369000,33370000,True,True
1870,1870,1789458636529710000,1789458636529669000,62364977000,41000,41000,33369000,33368000,True,True
1871,1871,1789458636563079000,1789458636563037000,62398346000,42000,42000,33369000,33368000,True,True
1872,1872,1789458636596447000,1789458636596408000,62431714000,39000,39000,33368000,33371000,True,True
1873,1873,1789458636629815000,1789458636629776000,62465082000,39000,39000,33368000,33368000,True,True
1874,1874,1789458636663185000,1789458636663146000,62498452000,39000,39000,33370000,33370000,True,True
1875,1875,1789458636696556000,1789458636696516000,62531823000,40000,40000,33371000,33370000,True,True
1876,1876,1789458636729924000,1789458636729885000,62565191000,39000,39000,33368000,33369000,True,True
1877,1877,1789458636763295000,1789458636763257000,62598562000,38000,38000,33371000,33372000,True,True
1878,1878,1789458636796664000,1789458636796625000,62631931000,39000,39000,33369000,33368000,True,True
1879,1879,1789458636830032000,1789458636829993000,62665299000,39000,39000,33368000,33368000,True,True
1880,1880,1789458636863403000,1789458636863364000,62698670000,39000,39000,33371000,33371000,True,True
1881,1881,1789458636896771000,1789458636896733000,62732038000,38000,38000,33368000,33369000,True,True
1882,1882,1789458636930139000,1789458636930101000,62765406000,38000,38000,33368000,33368000,True,True
1883,1883,1789458636963507000,1789458636963469000,62798774000,38000,38000,33368000,33368000,True,True
1884,1884,1789458636996876000,1789458636996839000,62832143000,37000,37000,33369000,33370000,True,True
1885,1885,1789458637030245000,1789458637030209000,62865512000,36000,36000,33369000,33370000,True,True
1886,1886,1789458637063616000,1789458637063577000,62898883000,39000,39000,33371000,33368000,True,True
1887,1887,1789458637096983000,1789458637096946000,62932250000,37000,37000,33367000,33369000,True,True
1888,1888,1789458637130351000,1789458637130315000,62965618000,36000,36000,33368000,33369000,True,True
1889,1889,1789458637163721000,1789458637163684000,62998988000,37000,37000,33370000,33369000,True,True
1890,1890,1789458637197092000,1789458637197055000,63032359000,37000,37000,33371000,33371000,True,True
1891,1891,1789458637230465000,1789458637230423000,63065732000,42000,42000,33373000,33368000,True,True
1892,1892,1789458637263834000,1789458637263792000,63099101000,42000,42000,33369000,33369000,True,True
1893,1893,1789458637297203000,1789458637297161000,63132470000,42000,42000,33369000,33369000,True,True
1894,1894,1789458637330571000,1789458637330531000,63165838000,40000,40000,33368000,33370000,True,True
1895,1895,1789458637363940000,1789458637363899000,63199207000,41000,41000,33369000,33368000,True,True
1896,1896,1789458637397315000,1789458637397267000,63232582000,48000,48000,33375000,33368000,True,True
1897,1897,1789458637430684000,1789458637430637000,63265951000,47000,47000,33369000,33370000,True,True
1898,1898,1789458637464054000,1789458637464006000,63299321000,48000,48000,33370000,33369000,True,True
1899,1899,1789458637497423000,1789458637497375000,63332690000,48000,48000,33369000,33369000,True,True
1900,1900,1789458637530792000,1789458637530745000,63366059000,47000,47000,33369000,33370000,True,True
1901,1901,1789458637564160000,1789458637564114000,63399427000,46000,46000,33368000,33369000,True,True
1902,1902,1789458637597528000,1789458637597482000,63432795000,46000,46000,33368000,33368000,True,True
1903,1903,1789458637630897000,1789458637630851000,63466164000,46000,46000,33369000,33369000,True,True
1904,1904,1789458637664268000,1789458637664222000,63499535000,46000,46000,33371000,33371000,True,True
1905,1905,1789458637697636000,1789458637697590000,63532903000,46000,46000,33368000,33368000,True,True
1906,1906,1789458637731005000,1789458637730959000,63566272000,46000,46000,33369000,33369000,True,True
1907,1907,1789458637764375000,1789458637764329000,63599642000,46000,46000,33370000,33370000,True,True
1908,1908,1789458637797743000,1789458637797697000,63633010000,46000,46000,33368000,33368000,True,True
1909,1909,1789458637831112000,1789458637831066000,63666379000,46000,46000,33369000,33369000,True,True
1910,1910,1789458637864481000,1789458637864436000,63699748000,45000,45000,33369000,33370000,True,True
1911,1911,1789458637897849000,1789458637897805000,63733116000,44000,44000,33368000,33369000,True,True
1912,1912,1789458637931217000,1789458637931174000,63766484000,43000,43000,33368000,33369000,True,True
1913,1913,1789458637964587000,1789458637964543000,63799854000,44000,44000,33370000,33369000,True,True
1914,1914,1789458637997961000,1789458637997911000,63833228000,50000,50000,33374000,33368000,True,True
1915,1915,1789458638031330000,1789458638031281000,63866597000,49000,49000,33369000,33370000,True,True
1916,1916,1789458638064696000,1789458638064650000,63899963000,46000,46000,33366000,33369000,True,True
1917,1917,1789458638098066000,1789458638098018000,63933333000,48000,48000,33370000,33368000,True,True
1918,1918,1789458638131435000,1789458638131387000,63966702000,48000,48000,33369000,33369000,True,True
1919,1919,1789458638164803000,1789458638164756000,64000070000,47000,47000,33368000,33369000,True,True
1920,1920,1789458638198172000,1789458638198126000,64033439000,46000,46000,33369000,33370000,True,True
1921,1921,1789458638231540000,1789458638231494000,64066807000,46000,46000,33368000,33368000,True,True
1922,1922,1789458638264909000,1789458638264863000,64100176000,46000,46000,33369000,33369000,True,True
1923,1923,1789458638298279000,1789458638298233000,64133546000,46000,46000,33370000,33370000,True,True
1924,1924,1789458638331648000,1789458638331602000,64166915000,46000,46000,33369000,33369000,True,True
1925,1925,1789458638365018000,1789458638364973000,64200285000,45000,45000,33370000,33371000,True,True
1926,1926,1789458638398389000,1789458638398343000,64233656000,46000,46000,33371000,33370000,True,True
1927,1927,1789458638431761000,1789458638431714000,64267028000,47000,47000,33372000,33371000,True,True
1928,1928,1789458638465128000,1789458638465083000,64300395000,45000,45000,33367000,33369000,True,True
1929,1929,1789458638498496000,1789458638498451000,64333763000,45000,45000,33368000,33368000,True,True
1930,1930,1789458638531866000,1789458638531821000,64367133000,45000,45000,33370000,33370000,True,True
1931,1931,1789458638565240000,1789458638565190000,64400507000,50000,50000,33374000,33369000,True,True
1932,1932,1789458638598610000,1789458638598560000,64433877000,50000,50000,33370000,33370000,True,True
1933,1933,1789458638631983000,1789458638631930000,64467250000,53000,53000,33373000,33370000,True,True
1934,1934,1789458638665354000,1789458638665300000,64500621000,54000,54000,33371000,33370000,True,True
1935,1935,1789458638698723000,1789458638698670000,64533990000,53000,53000,33369000,33370000,True,True
1936,1936,1789458638732091000,1789458638732039000,64567358000,52000,52000,33368000,33369000,True,True
1937,1937,1789458638765467000,1789458638765408000,64600734000,59000,59000,33376000,33369000,True,True
1938,1938,1789458638798835000,1789458638798776000,64634102000,59000,59000,33368000,33368000,True,True
1939,1939,1789458638832205000,1789458638832146000,64667472000,59000,59000,33370000,33370000,True,True
1940,1940,1789458638865575000,1789458638865517000,64700842000,58000,58000,33370000,33371000,True,True
1941,1941,1789458638898944000,1789458638898886000,64734211000,58000,58000,33369000,33369000,True,True
1942,1942,1789458638932312000,1789458638932254000,64767579000,58000,58000,33368000,33368000,True,True
1943,1943,1789458638965682000,1789458638965624000,64800949000,58000,58000,33370000,33370000,True,True
1944,1944,1789458638999050000,1789458638998993000,64834317000,57000,57000,33368000,33369000,True,True
1945,1945,1789458639032418000,1789458639032361000,64867685000,57000,57000,33368000,33368000,True,True
1946,1946,1789458639065788000,1789458639065731000,64901055000,57000,57000,33370000,33370000,True,True
1947,1947,1789458639099156000,1789458639099100000,64934423000,56000,56000,33368000,33369000,True,True
1948,1948,1789458639132526000,1789458639132470000,64967793000,56000,56000,33370000,33370000,True,True
1949,1949,1789458639165896000,1789458639165839000,65001163000,57000,57000,33370000,33369000,True,True
1950,1950,1789458639199265000,1789458639199210000,65034532000,55000,55000,33369000,33371000,True,True
1951,1951,1789458639232634000,1789458639232579000,65067901000,55000,55000,33369000,33369000,True,True
1952,1952,1789458639266003000,1789458639265946000,65101270000,57000,57000,33369000,33367000,True,True
1953,1953,1789458639299373000,1789458639299317000,65134640000,56000,56000,33370000,33371000,True,True
1954,1954,1789458639332740000,1789458639332685000,65168007000,55000,55000,33367000,33368000,True,True
1955,1955,1789458639366110000,1789458639366055000,65201377000,55000,55000,33370000,33370000,True,True
1956,1956,1789458639399478000,1789458639399424000,65234745000,54000,54000,33368000,33369000,True,True
1957,1957,1789458639432848000,1789458639432793000,65268115000,55000,55000,33370000,33369000,True,True
1958,1958,1789458639466218000,1789458639466165000,65301485000,53000,53000,33370000,33372000,True,True
1959,1959,1789458639499587000,1789458639499533000,65334854000,54000,54000,33369000,33368000,True,True
1960,1960,1789458639532954000,1789458639532901000,65368221000,53000,53000,33367000,33368000,True,True
1961,1961,1789458639566324000,1789458639566271000,65401591000,53000,53000,33370000,33370000,True,True
1962,1962,1789458639599693000,1789458639599640000,65434960000,53000,53000,33369000,33369000,True,True
1963,1963,1789458639633066000,1789458639633012000,65468333000,54000,54000,33373000,33372000,True,True
1964,1964,1789458639666440000,1789458639666381000,65501707000,59000,59000,33374000,33369000,True,True
1965,1965,1789458639699808000,1789458639699751000,65535075000,57000,57000,33368000,33370000,True,True
1966,1966,1789458639733176000,1789458639733120000,65568443000,56000,56000,33368000,33369000,True,True
1967,1967,1789458639766544000,1789458639766489000,65601811000,55000,55000,33368000,33369000,True,True
1968,1968,1789458639799913000,1789458639799857000,65635180000,56000,56000,33369000,33368000,True,True
1969,1969,1789458639833282000,1789458639833227000,65668549000,55000,55000,33369000,33370000,True,True
1970,1970,1789458639866650000,1789458639866595000,65701917000,55000,55000,33368000,33368000,True,True
1971,1971,1789458639900019000,1789458639899964000,65735286000,55000,55000,33369000,33369000,True,True
1972,1972,1789458639933392000,1789458639933334000,65768659000,58000,58000,33373000,33370000,True,True
1973,1973,1789458639966761000,1789458639966703000,65802028000,58000,58000,33369000,33369000,True,True
1974,1974,1789458640000131000,1789458640000073000,65835398000,58000,58000,33370000,33370000,True,True
1975,1975,1789458640033506000,1789458640033441000,65868773000,65000,65000,33375000,33368000,True,True
1976,1976,1789458640066874000,1789458640066812000,65902141000,62000,62000,33368000,33371000,True,True
1977,1977,1789458640100244000,1789458640100181000,65935511000,63000,63000,33370000,33369000,True,True
1978,1978,1789458640133615000,1789458640133551000,65968882000,64000,64000,33371000,33370000,True,True
1979,1979,1789458640166982000,1789458640166921000,66002249000,61000,61000,33367000,33370000,True,True
1980,1980,1789458640200356000,1789458640200290000,66035623000,66000,66000,33374000,33369000,True,True
1981,1981,1789458640233726000,1789458640233659000,66068993000,67000,67000,33370000,33369000,True,True
